id,intitule,entreprise,lieu,departement,contrat,experience,salaire,date_publication,rome,competences,url
6863380,DIRECTEUR / DIRECTRICE COMMUNICATION ET MARKETING DIGITAL (H/F),Bras Droit des Dirigeants,44 - Saint-Philbert-de-Grand-Lieu,44,FRA,5 An(s),,2026-09-14,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6863380
6863328,DIRECTEUR / DIRECTRICE COMMUNICATION ET MARKETING DIGITAL (H/F),Bras Droit des Dirigeants,34 - Montpellier,34,FRA,5 An(s),,2026-09-14,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6863328
6863135,Alternance Assistant Commercial et Marketing digital - Paris (H/F),ISCOD,75 - Paris 11e Arrondissement,75,CDD,1 An(s),,2026-09-14,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6863135
6827348,Alternance Business Developer & Communication (Marketing Digital & IA) H/F - Vitry-sur-Seine (F/H),,94 - Vitry-sur-Seine,94,CDD,Débutant accepté,,2026-09-11,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6827348
6827345,Alternance Communication visuelle et marketing digital - Maisons-Alfort (F/H),,94 - Maisons-Alfort,94,CDD,Débutant accepté,,2026-09-11,E1109,,https://candidat.francetravail.fr/offres/recherche/detail/6827345
6825195,Business Analyst Digital Marketing & IA (F/H) - Freelance,Collective.work,75 - Paris,75,LIB,Débutant accepté,,2026-09-11,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6825195
6804556,Alternance chargé de marketing digital (H/F) - Avignon (84),ICADEMIE,84 - Avignon,84,CDD,Débutant accepté,Mensuel de 800.0 Euros à 1900.0 Euros,2026-09-10,M1705,,https://candidat.francetravail.fr/offres/recherche/detail/6804556
6797635,Alternance Chargé.e de Marketing Digital - Antony (H/F),ISCOD,92 - Antony,92,CDD,1 An(s),,2026-09-10,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6797635
6797608,Alternance Business Developer & Marketing Digital - Épinay-sur-Seine (H/F),ISCOD,93 - Épinay-sur-Seine,93,CDD,1 An(s),,2026-09-10,M1707,,https://candidat.francetravail.fr/offres/recherche/detail/6797608
6797602,Alternance Assistant(e) Marketing & Digital - Toulon (H/F),ISCOD,83 - Toulon,83,CDD,1 An(s),,2026-09-10,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6797602
6797599,Alternance Marketing Digital & E-commerce - Clamart (H/F),ISCOD,92 - Clamart,92,CDD,1 An(s),,2026-09-10,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6797599
6775796,MEDIAPOSTE - Chargé / Chargée de marketing digital (H/F),MEDIAPOSTE,75 - Paris 14e Arrondissement,75,CDD,2 An(s),Annuel de 32000.0 Euros à 35000.0 Euros - + 2000€ de variable / an,2026-09-09,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6775796
6772367,Alternant-e Marketing Digital (H/F),L'Union,51 - Reims,51,CDD,1 An(s),"Annuel de 22000.0 Euros à 25000.0 Euros - titres restaurant, participation ",2026-09-09,M1430,,https://candidat.francetravail.fr/offres/recherche/detail/6772367
6740161,Responsable Marketing Digital E-commerce (H/F),OLYDES,47 - Brax,47,CDI,3 An(s),Annuel de 35000.0 Euros à 40000.0 Euros - Votre rémunération sera composée d'u,2026-09-09,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6740161
6738154,Chargé Marketing Digital Local H/F h/f,,41 - Saint-Ouen,41,CDI,2 An(s),,2026-09-08,G1101,,https://candidat.francetravail.fr/offres/recherche/detail/6738154
6738153,Chef de projet SEO et Marketing Digital H/F h/f,,41 - Saint-Ouen,41,CDI,2 An(s),,2026-09-08,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6738153
6707413,Chef / Cheffe de projet marketing digital (H/F),MIND ME AND CO,57 - Sarreguemines,57,CDD,Débutant accepté,,2026-09-08,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6707413
6697892,Burger King France - Chef / Cheffe de projet marketing digital (H/F),Burger King France,92 - Clichy,92,CDI,2 An(s),,2026-09-07,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6697892
6692711,Alternance Chargé(e) de Marketing Digital & Acquisition - Lyon (H/F),ISCOD,69 - Lyon 7e Arrondissement,69,CDD,1 An(s),,2026-09-07,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6692711
6692176,Assistant-e Marketing Digital & Infographie (La Possession) #TET14434 (H/F),Tetranergy Business School Réunion,974 - Possession,97,CDD,1 An(s),,2026-09-07,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6692176
6682858,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,53 - Laval,53,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682858
6682857,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,61 - Flers,61,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682857
6682856,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,49 - Saumur,49,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682856
6682848,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,50 - Saint-Lô,50,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682848
6682847,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,61 - Alençon,61,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682847
6682834,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,85 - Herbiers,85,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682834
6682831,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,29 - Quimper,29,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682831
6682816,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,29 - Morlaix,29,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682816
6682640,Alternance - Chargé de Marketing Digital - Bachelor H/F,,35 - Bruz,35,CDD,Débutant accepté,,2026-09-06,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6682640
6682593,Alternance - Community Manager - Bachelor Marketing Digital H/F,,35 - Betton,35,CDD,Débutant accepté,,2026-09-06,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6682593
6682554,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,44 - Clisson,44,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682554
6682552,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,44 - Saint-Philbert-de-Grand-Lieu,44,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682552
6682543,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,44 - Machecoul-Saint-Même,44,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682543
6682542,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,44 - Vallet,44,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682542
6682540,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,44 - Nantes,44,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682540
6682517,DIRECTEUR / DIRECteur(trice) COMMUNICATION ET MARKETING DIGITAL (H/F),,49 - Cholet,49,CDI,Débutant accepté,,2026-09-06,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6682517
6667404,Alternance Chargé(e) de Marketing Digital & Acquisition - Lyon (F/H),,69 - Lyon,69,CDD,Débutant accepté,,2026-09-05,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6667404
6644267,Chargé / Chargée marketing digital (H/F),COTE D'AZUR VILLAS,06 - Valbonne,06,CDD,Débutant accepté,,2026-09-05,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6644267
6639382,Chargé de marketing digital (H/F),,69 - Lyon 5e Arrondissement,69,CDI,3 An(s),,2026-09-05,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6639382
6630245,Responsable marketing digital (H/F),INTERACTION BRETIGNY SUR ORGE,91 - Longpont-sur-Orge,91,CDI,2 An(s),Annuel de 30000.0 Euros à 35000.0 Euros - télétravail,2026-09-04,M1711,,https://candidat.francetravail.fr/offres/recherche/detail/6630245
6598657,Chargé / Chargée marketing digital (H/F),GESTION ENTREPRISE CONSEIL TRANSMISSION GECT,89 - Paron,89,CDD,Débutant accepté,,2026-09-04,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6598657
6598654,Chargé / Chargée marketing digital (H/F),M LACE COLLECTION,972 - Fort-de-France,97,CDD,Débutant accepté,,2026-09-04,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6598654
6590742,Responsable Marketing Digital et Communication Groupe H/F ,CAPSA CONTAINER,69 - Jons,69,CDI,1 An(s),Annuel de 40000.0 Euros à 45000.0 Euros,2026-09-04,E1109,,https://candidat.francetravail.fr/offres/recherche/detail/6590742
6576371,Alternance Chargé de Projets Marketing digital - Paris (F/H),,75 - Paris,75,CDD,Débutant accepté,,2026-09-03,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6576371
6574080,Alternance Chargé de Projets Marketing digital - Paris (H/F),ISCOD,75 - Paris 10e Arrondissement,75,CDD,1 An(s),,2026-09-03,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6574080
6520882,"Alternance Assistant(e) E-commerce, CRM & Marketing Digital - Alternance - Paris (F/H)",,75 - Paris,75,CDD,Débutant accepté,,2026-09-02,D1438,,https://candidat.francetravail.fr/offres/recherche/detail/6520882
6519872,Alternance ASSISTANT DIGITAL MARKETING H/F - Cavaillon (F/H),,84 - Cavaillon,84,CDD,Débutant accepté,,2026-09-02,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6519872
6517509,"Alternance Assistant(e) E-commerce, CRM & Marketing Digital ? Alternance - Paris (H/F)",ISCOD,75 - Paris 11e Arrondissement,75,CDD,1 An(s),,2026-09-02,D1410,,https://candidat.francetravail.fr/offres/recherche/detail/6517509
6505988,Spécialiste en marketing digital (H/F),,35 - Saint-Malo,35,CDI,Débutant accepté,Annuel de 28000.0 Euros à 32000.0 Euros,2026-09-02,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6505988
6460517,Alternance Chargé(e) de Marketing Digital - Serris (H/F),ISCOD,77 - Melun,77,CDD,1 An(s),,2026-08-31,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6460517
6445558,Chargé / Chargée marketing digital (H/F),ASTON.AI,92 - Neuilly-sur-Seine,92,CDD,Débutant accepté,,2026-08-31,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6445558
6445554,Chargé / Chargée marketing digital (H/F),MP NETTOYAGE,84 - Avignon,84,CDD,Débutant accepté,,2026-08-31,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6445554
6445510,Chargé / Chargée marketing digital (H/F),TDV MEDIA,31 - Toulouse,31,CDD,Débutant accepté,,2026-08-31,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6445510
6445550,Chef / Cheffe de projet marketing digital (H/F),NOMAD FORMATION,59 - Tourcoing,59,CDD,Débutant accepté,,2026-08-31,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6445550
6318452,Responsable marketing digital (H/F),,93 - Seine-Saint-Denis,93,CDI,5 An(s),,2026-08-26,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6318452
6231631,Alternance Assistant(e) marketing stratégique et digital - Vitrolles (H/F),ISCOD,13 - Vitrolles,13,CDD,1 An(s),,2026-08-24,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6231631
6207921,Responsable Marketing Digital - Alternance H/F,,59 - Lille,59,CDD,Débutant accepté,,2026-08-22,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6207921
6207918,ALTERNANCE - Chargé de Marketing Digital & Communication F/H,,59 - Lille,59,CDD,Débutant accepté,,2026-08-22,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6207918
6206247,Alternance Assistant Marketing Digital - Valbonne (F/H),,06 - Valbonne,06,CDD,Débutant accepté,,2026-08-22,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6206247
6108578,Alternance Assistant(e) Marketing Digital & Communication - Arles (F/H),,13 - Arles,13,CDD,Débutant accepté,,2026-08-19,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6108578
6001021,"Formateur-rice en marketing digital, graphisme et automatisation (H/F)",Acadenice,06 - Nice,06,CDI,Débutant accepté,Mensuel de 1870.0 Euros à 2000.0 Euros sur 12.0 mois,2026-08-14,K2111,,https://candidat.francetravail.fr/offres/recherche/detail/6001021
5939825,Alternance - Chargé(e) de Communication & Marketing Digital H/F - HMarket,HMarket,95 - Gonesse,95,CDD,2 An(s),,2026-08-12,M1705,,https://candidat.francetravail.fr/offres/recherche/detail/5939825
5801844,Responsable marketing digital (H/F),VISAMUNDI,44 - Nantes,44,CDD,Débutant accepté,,2026-08-07,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/5801844
5706230,Alternance Chargé(e) de Marketing Digital & E-commerce - Paris (F/H),,75 - Paris,75,CDD,Débutant accepté,,2026-08-05,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5706230
5688028,Chef / Cheffe de projet marketing digital (H/F),MSD,971 - Basse-Terre,97,CDD,Débutant accepté,,2026-08-03,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5688028
5660476,Alternant(e) Responsable Marketing Digital Secteur Immobilier - Lille H/F,,59 - Lille,59,CDD,Débutant accepté,,2026-08-01,C1502,,https://candidat.francetravail.fr/offres/recherche/detail/5660476
5603817,Spécialiste E-Commerce et Marketing Digital (M/F/D) (H/F),,Luxembourg,,CDI,Expérience exigée,,2026-07-31,E1113,,https://candidat.francetravail.fr/offres/recherche/detail/5603817
5553790,Digital Marketing Officer (F/H),,59 - Marcq-en-Barœul,59,MIS,Débutant accepté,,2026-07-29,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/5553790
5553255,Alternance Chargé de Communication & Marketing Digital - Marseille (F/H),,13 - Marseille,13,CDD,Débutant accepté,,2026-07-29,E1109,,https://candidat.francetravail.fr/offres/recherche/detail/5553255
5503385,Chargé / Chargée marketing digital (H/F),ASSOCIATION IMC ALTERNANCE,93 - Saint-Denis,93,CDD,Débutant accepté,,2026-07-28,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5503385
5463117,Alternance Chef de projet marketing digital junior - Neuilly-sur-Seine (F/H),,92 - Neuilly-sur-Seine,92,CDD,Débutant accepté,,2026-07-25,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5463117
5421621,Responsable marketing digital (H/F),,35 - Ille-et-Vilaine,35,CDD,Débutant accepté,,2026-07-24,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/5421621
5403894,Chargé / Chargée marketing digital (H/F),NANTES EVASION,85 - Dompierre-sur-Yon,85,CDD,Débutant accepté,,2026-07-24,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5403894
5342291,Alternance COMMUNICATION & MARKETING DIGITAL - Marseille (F/H),,13 - Marseille,13,CDD,Débutant accepté,,2026-07-22,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/5342291
5221467,Responsable Marketing Digital E-commerce (H/F),OLCANI,75 - Paris 9e Arrondissement,75,CDI,3 An(s),,2026-07-22,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/5221467
5202951,ALTERNANCE MASTER MARKETING / COMMUNICATION / DIGITAL 2 ANS - H/F,,95 - Franconville,95,CDI,Débutant accepté,,2026-07-21,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/5202951
5193363,Chargé / Chargée marketing digital (H/F),SECTIO-TECH,62 - Leulinghem,62,CDD,Débutant accepté,,2026-07-21,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5193363
5170382,Assistant(e) Marketing DIGITAL F/H - BPM GROUP - NANTES,BPM GROUP - NANTES,44 - Orvault,44,CDD,Débutant accepté,,2026-07-20,M1620,,https://candidat.francetravail.fr/offres/recherche/detail/5170382
4732649,Spécialiste en marketing digital (H/F),LECLERC VOYAGES,95 - Franconville,95,CDD,1 An(s),,2026-07-09,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/4732649
4526719,Chargé Marketing Digital & Communication H/F,Maison du Talent,06 - Nice,06,CDI,3 An(s),Annuel de 35000.0 Euros à 45000.0 Euros,2026-07-03,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/4526719
3943764,APPRENTI COMMUNICATION & MARKETING DIGITAL F/H,,12 - Onet-le-Château,12,CDD,Débutant accepté,,2026-06-18,E1109,,https://candidat.francetravail.fr/offres/recherche/detail/3943764
3791176,Responsable marketing digital (H/F),"UPTOO
        ",75 - Paris 2e Arrondissement,75,CDI,Expérience exigée,Annuel de 40000.0 Euros à 50000.0 Euros,2026-06-16,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/3791176
7092941,Digital Product Owner - EDI / API / eBusiness @ @ 5 ans @ Marseille - Freelance (H/F),Collective.work,13 - Marseille,13,LIB,Débutant accepté,,2026-09-22,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/7092941
7059865,Chargé de marketing (H/F),Forums Talents Handicap,78 - Vélizy-Villacoublay,78,MIS,Débutant accepté,,2026-09-21,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/7059865
7030316,"Directeur de Programme - Marketing Automation, Personnalisation & IA - Freelance (H/F)",Collective.work,75 - Paris,75,LIB,Débutant accepté,,2026-09-19,M1886,,https://candidat.francetravail.fr/offres/recherche/detail/7030316
6985713,Consultant Fonctionnel Digital (H/F) - Freelance,Collective.work,59 - Lille,59,LIB,3 An(s),,2026-09-18,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6985713
6863172,Alternance Production de Contenus Marketing ? Vidéo & Communication Digitale - Paris (H/F),ISCOD,75 - Paris 15e Arrondissement,75,CDD,1 An(s),,2026-09-14,M1426,,https://candidat.francetravail.fr/offres/recherche/detail/6863172
6825452,Digital Analyst / Web Analyst - Freelance - Région lilloise - Freelance (H/F),Collective.work,59 - Roubaix,59,LIB,Débutant accepté,,2026-09-11,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6825452
6824651,Campaign Manager Digital - (H/F) - Freelance,Collective.work,94 - Rungis,94,LIB,3 An(s),,2026-09-11,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6824651
6824480,Directeur / Directrice Marketing Fractional - Freelance (H/F),Collective.work,75 - Paris,75,LIB,Débutant accepté,,2026-09-11,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6824480
6394664,Marketing manager EMEA H/F,Gi Group France,75 - Paris 16e Arrondissement,75,MIS,5 An(s),Annuel de 60000.0 Euros à 76000.0 Euros,2026-08-29,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6394664
7093088,Consultant Lean Digital F/H,,69 - Lyon 1er Arrondissement,69,CDI,0 An(s),,2026-09-22,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/7093088
7030273,Consultant Data Analytics/ Data Marketing - Freelance (H/F),Collective.work,75 - Paris,75,LIB,2 An(s),,2026-09-19,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/7030273
7030258,Chargé(e) d'Acquisition Digital (SEA/Paid Média) - CDI // Aix-en-Provence - CDI (H/F),Collective.work,13 - Aix-en-Provence,13,CDI,2 An(s),Annuel de 36000.0 Euros à 39000.0 Euros,2026-09-19,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/7030258
6966796,Consultant Lean Digital F/H,,01 - Valserhône,01,CDI,Débutant accepté,,2026-09-17,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6966796
6928591,Conseiller Clientèle Digital Business H/F,,79 - Niort,79,CDD,Débutant accepté,,2026-09-16,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6928591
6927386,Expert Digital Workplace - Freelance (H/F),Collective.work,75 - Paris,75,LIB,2 An(s),,2026-09-16,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6927386
6907951,Responsable Marketing & CRM (H/F),,67 - Bischheim,67,CDI,6 An(s),,2026-09-15,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6907951
6895171,Digital Analyst / Web Analyst - Lille - Freelance (H/F),Collective.work,59 - Lille,59,LIB,Débutant accepté,,2026-09-15,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6895171
6866174,Consultant Senior CRM - Marketing Automation Senior (H/F),Fed Group,92 - Issy-les-Moulineaux,92,CDI,5 An(s),Annuel de 50000.0 Euros à 55000.0 Euros - Package +10%,2026-09-15,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6866174
6824998,Data Analyst Digital - Web Analyst (F/H) - Freelance,Collective.work,34 - Montpellier,34,LIB,Débutant accepté,,2026-09-11,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6824998
6728178,Contrôleur de gestion retail et digital F/H,,93 - Saint-Ouen-sur-Seine,93,CDI,Débutant accepté,,2026-09-08,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6728178
6697325,Alternance - Assistant(e) Marketing et Communication (H/F) - Digital4Better,Digital4Better,44 - Nantes,44,CDD,1 An(s),,2026-09-07,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6697325
6667398,Alternance Assistant Web Marketing - Le Haillan (F/H),,33 - Haillan,33,CDD,Débutant accepté,,2026-09-05,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6667398
6577107,Consultant/Consultante Manager Digital Finance H/F,,92 - Nanterre,92,CDI,Débutant accepté,,2026-09-03,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6577107
6577080,Consultant/Consultante Manager - Digital Workplace H/F,,92 - Nanterre,92,CDI,Débutant accepté,,2026-09-03,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6577080
6398590,Chef de projet marketing (H/F),GROUPE PEOPLE AND BABY,75 - Paris 9e Arrondissement,75,CDI,3 An(s),Annuel de 35000.0 Euros à 40000.0 Euros,2026-08-29,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6398590
5690951,Alternance - Chargé de marketing et de communication digitale F/H,,01 - Saint-Marcel,01,CDD,Débutant accepté,,2026-08-04,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5690951
5424948,Alternance Assistant gestion de projet et webmarketing - Le Bugue (F/H),,24 - Bugue,24,CDD,Débutant accepté,,2026-07-24,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5424948
5424884,"Alternance Chargé marketing, data et IA - Marseille (F/H)",,13 - Marseille,13,CDD,Débutant accepté,,2026-07-24,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5424884
4828826,Chef de projet marketing (H/F),COOPERATIVE EUREDEN,29 - Landerneau,29,CDI,3 An(s),,2026-07-11,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/4828826
4572224,Apprenti Assistant(e) Marketing/ Comm Brand Manager H/F,,78 - Montigny-le-Bretonneux,78,CDD,Débutant accepté,,2026-07-05,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/4572224
7008209,Paid Acquisition Manager / Media Buyer Senior F/H,,31 - Toulouse,31,CDI,3 An(s),,2026-09-18,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/7008209
7092853,Data Analyse  Sénior - Freelance (H/F),Collective.work,91 - Massy,91,LIB,Débutant accepté,,2026-09-22,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/7092853
7043516,Responsable Pricing - IA & Solutions Digitales (F/H),,78 - Prunay-en-Yvelines,78,CDI,Débutant accepté,,2026-09-20,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/7043516
7032653,Alternance Assistant Business Development & Stratégie Digitale - Paris (F/H),,75 - Paris,75,CDD,Débutant accepté,,2026-09-19,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/7032653
7030362,Traffic Manager - 5J sem - Lille - Freelance (H/F),Collective.work,59 - Lille,59,LIB,Débutant accepté,,2026-09-19,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/7030362
6947467,Responsable Marketing Acquisition & Performance (H/F),LHH RECRUITMENT SOLUTIONS,92 - Levallois-Perret,92,CDI,6 An(s),,2026-09-17,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6947467
6848568,"Consultant.e Data - Luxe, Retail, Hospitalité, Services - CDI H/F",,92 - Nanterre,92,CDI,Débutant accepté,,2026-09-12,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6848568
6824309,Product Manager Média  - CDI (H/F),Collective.work,75 - Paris,75,CDI,Débutant accepté,Annuel de 54000.0 Euros à 64000.0 Euros,2026-09-11,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6824309
6738741,Chef de projet SEO H/F,Robert Walters,93 - Saint-Ouen-sur-Seine,93,CDI,4 An(s),Annuel de 49000.0 Euros à 53000.0 Euros - Package,2026-09-09,M1716,,https://candidat.francetravail.fr/offres/recherche/detail/6738741
6728911,Business Consultant - Transformation Digitale & Secteur Nucléaire H/F,,69 - Lyon,69,MIS,Débutant accepté,,2026-09-08,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6728911
6707431,Chargé / Chargée d'acquisition online (H/F),MARBLE  I,75 - Paris 11e Arrondissement,75,CDD,Débutant accepté,,2026-09-08,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6707431
6707441,Chargé / Chargée d'acquisition online (H/F),MARBLE  I,75 - Paris 11e Arrondissement,75,CDD,Débutant accepté,,2026-09-08,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6707441
6707404,Web marketer (H/F),CLEER,75 - Paris 17e Arrondissement,75,CDD,Débutant accepté,,2026-09-08,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6707404
6625400,Consultant Senior Capital markets & accounting advisory 26-27 (H/F),,92 - Levallois-Perret,92,MIS,Débutant accepté,,2026-09-04,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6625400
6539995,Web marketer (H/F),YONIS DISTRIBUTION,33 - Mérignac,33,CDD,Débutant accepté,,2026-09-03,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6539995
6531897,Responsable acquisition digitale et growth à Paris (H/F),AFEV,75 - Paris,75,CDD,3 An(s),Mensuel de 2892.0 Euros à 3032.0 Euros,2026-09-02,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6531897
6512105,ALTERNANT(E) EN CREATION DE CONTENU UGC I INFLUENCE I ACQUISITION (H/F),,Luxembourg,,CDI,Débutant accepté,,2026-09-02,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6512105
6478487,Chargé / Chargée d'acquisition online (H/F),CN FINANCE GESTION,06 - Mougins,06,CDD,Débutant accepté,,2026-09-01,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6478487
6445528,Chargé / Chargée d'acquisition online (H/F),CN FINANCE GESTION,06 - Mougins,06,CDD,Débutant accepté,,2026-08-31,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6445528
6418399,Business Consultant - Transformation Digitale & Secteur Nucléaire H/F,,92 - Courbevoie,92,MIS,Débutant accepté,,2026-08-29,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/6418399
